country,sex,year,share_of_vulnerable_employment_in_total_employment_percentage
nic,m,1993,40.400001525878906
nic,f,1993,47.0
nic,mf,1995,39.0
nic,m,1995,36.400001525878906
nic,f,1995,42.400001525878906
nic,mf,1996,39.29999923706055
nic,m,1996,37.599998474121094
nic,f,1996,41.400001525878906
nic,mf,1997,36.79999923706055
nic,m,1997,33.099998474121094
nic,f,1997,41.0
nic,mf,1998,37.20000076293945
nic,m,1998,33.099998474121094
nic,f,1998,42.099998474121094
nic,mf,1999,37.599998474121094
nic,m,1999,34.70000076293945
nic,f,1999,41.20000076293945
nic,mf,2000,46.400001525878906
nic,m,2000,45.900001525878906
nic,f,2000,47.099998474121094
nic,mf,2003,48.5
nic,m,2003,48.0
nic,f,2003,49.20000076293945
nic,mf,2004,46.900001525878906
nic,m,2004,46.70000076293945
nic,f,2004,47.20000076293945
nic,mf,2005,45.400001525878906
nic,m,2005,44.599998474121094
nic,f,2005,46.79999923706055
nic,mf,2006,45.20000076293945
nic,m,2006,44.900001525878906
nic,f,2006,45.70000076293945
nic,mf,2007,44.70000076293945
nic,m,2007,44.79999923706055
nic,f,2007,44.599998474121094
nic,mf,2008,45.29999923706055
nic,m,2008,44.900001525878906
nic,f,2008,45.79999923706055
nic,mf,2010,47.099998474121094
nic,m,2010,41.0
nic,f,2010,55.70000076293945
ner,mf,2005,84.80000305175781
ner,m,2005,83.19999694824219
ner,f,2005,89.19999694824219
nor,mf,1995,6.099999904632568
nor,m,1995,7.599999904632568
nor,f,1995,4.300000190734863
nor,mf,1996,6.5
nor,m,1996,8.0
nor,f,1996,4.699999809265137
nor,mf,1997,6.5
nor,m,1997,8.5
nor,f,1997,4.099999904632568
nor,mf,1998,6.699999809265137
nor,m,1998,8.600000381469727
nor,f,1998,4.400000095367432
nor,mf,1999,6.0
nor,m,1999,7.900000095367432
nor,f,1999,3.9000000953674316
nor,mf,2000,5.800000190734863
nor,m,2000,7.5
nor,f,2000,3.799999952316284
nor,mf,2001,5.699999809265137
nor,m,2001,7.099999904632568
nor,f,2001,4.099999904632568
nor,mf,2002,5.900000095367432
nor,m,2002,8.100000381469727
nor,f,2002,3.4000000953674316
nor,mf,2003,6.0
nor,m,2003,8.199999809265137
nor,f,2003,3.5
nor,mf,2004,5.900000095367432
nor,m,2004,8.300000190734863
nor,f,2004,3.299999952316284
nor,mf,2005,5.900000095367432
nor,m,2005,8.0
nor,f,2005,3.5
nor,mf,2006,6.400000095367432
nor,m,2006,8.800000190734863
nor,f,2006,3.700000047683716
nor,mf,2007,5.900000095367432
nor,m,2007,8.100000381469727
nor,f,2007,3.4000000953674316
nor,mf,2008,5.699999809265137
nor,m,2008,8.0
nor,f,2008,3.200000047683716
nor,mf,2009,5.900000095367432
nor,m,2009,7.800000190734863
nor,f,2009,3.700000047683716
nor,mf,2010,5.599999904632568
nor,m,2010,7.599999904632568
nor,f,2010,3.299999952316284
nor,mf,2011,5.199999809265137
nor,m,2011,7.099999904632568
nor,f,2011,3.0
nor,mf,2012,5.199999809265137
nor,m,2012,7.0
nor,f,2012,3.0999999046325684
nor,mf,2013,5.099999904632568
nor,m,2013,6.699999809265137
nor,f,2013,3.4000000953674316
nor,mf,2014,5.300000190734863
nor,m,2014,6.900000095367432
nor,f,2014,3.5999999046325684
pak,mf,1995,64.9000015258789
pak,m,1995,63.5
pak,f,1995,74.9000015258789
pak,mf,1996,64.9000015258789
pak,m,1996,63.5
pak,f,1996,74.9000015258789
pak,mf,1997,62.5
pak,m,1997,61.900001525878906
pak,f,1997,66.69999694824219
pak,mf,1998,63.900001525878906
pak,m,1998,62.099998474121094
pak,f,1998,75.0
pak,mf,1999,63.900001525878906
pak,m,1999,62.099998474121094
pak,f,1999,75.0
pak,mf,2000,63.599998474121094
pak,m,2000,63.099998474121094
pak,f,2000,66.80000305175781
pak,mf,2001,63.599998474121094
pak,m,2001,63.099998474121094
pak,f,2001,66.80000305175781
pak,mf,2002,59.29999923706055
pak,m,2002,58.79999923706055
pak,f,2002,62.599998474121094
pak,mf,2003,59.29999923706055
pak,m,2003,58.79999923706055
pak,f,2003,62.599998474121094
pak,mf,2004,61.20000076293945
pak,m,2004,59.70000076293945
pak,f,2004,68.69999694824219
pak,mf,2005,61.20000076293945
pak,m,2005,59.70000076293945
pak,f,2005,68.69999694824219
pak,mf,2006,61.900001525878906
pak,m,2006,58.900001525878906
pak,f,2006,74.19999694824219
pak,mf,2007,61.79999923706055
pak,m,2007,58.400001525878906
pak,f,2007,75.30000305175781
pak,mf,2008,63.099998474121094
pak,m,2008,59.29999923706055
pak,f,2008,77.80000305175781
pan,mf,1982,32.0
pan,m,1982,38.599998474121094
pan,f,1982,15.600000381469727
pan,mf,1983,28.299999237060547
pan,m,1983,33.900001525878906
pan,f,1983,13.899999618530273
pan,mf,1984,30.0
pan,m,1984,36.599998474121094
pan,f,1984,14.399999618530273
pan,mf,1985,32.70000076293945
pan,m,1985,39.70000076293945
pan,f,1985,16.100000381469727
pan,mf,1986,31.0
pan,m,1986,38.0
pan,f,1986,14.600000381469727
pan,mf,1987,32.0
pan,m,1987,38.70000076293945
pan,f,1987,17.5
pan,mf,1988,37.400001525878906
pan,m,1988,44.400001525878906
pan,f,1988,20.700000762939453
pan,mf,1989,36.5
pan,m,1989,44.400001525878906
pan,f,1989,18.799999237060547
pan,mf,1991,34.099998474121094
pan,mf,1992,32.5
pan,m,1992,40.099998474121094
pan,f,1992,15.300000190734863
pan,mf,1993,30.700000762939453
pan,m,1993,38.0
pan,f,1993,14.699999809265137
pan,mf,1994,28.600000381469727
pan,m,1994,34.70000076293945
pan,f,1994,15.5
pan,mf,1995,29.5
pan,m,1995,34.79999923706055
pan,f,1995,18.200000762939453
pan,mf,1996,29.700000762939453
pan,m,1996,34.900001525878906
pan,f,1996,18.600000381469727
pan,mf,1997,30.899999618530273
pan,m,1997,36.70000076293945
pan,f,1997,19.600000381469727
pan,mf,1998,29.899999618530273
pan,m,1998,34.5
pan,f,1998,20.899999618530273
pan,mf,1999,30.299999237060547
pan,m,1999,34.900001525878906
pan,f,1999,21.299999237060547
pan,mf,2000,30.5
pan,m,2000,36.20000076293945
pan,f,2000,19.100000381469727
pan,mf,2001,30.799999237060547
pan,m,2001,36.5
pan,f,2001,19.299999237060547
pan,mf,2002,31.600000381469727
pan,m,2002,36.099998474121094
pan,f,2002,23.0
pan,mf,2003,32.0
pan,m,2003,36.70000076293945
pan,f,2003,23.399999618530273
pan,mf,2004,30.700000762939453
pan,m,2004,34.599998474121094
pan,f,2004,23.600000381469727
pan,mf,2005,31.799999237060547
pan,m,2005,34.900001525878906
pan,f,2005,26.299999237060547
pan,mf,2006,30.5
pan,m,2006,33.20000076293945
pan,f,2006,25.700000762939453
pan,mf,2007,27.700000762939453
pan,m,2007,30.100000381469727
pan,f,2007,23.5
pan,mf,2008,27.200000762939453
pan,m,2008,28.700000762939453
pan,f,2008,24.600000381469727
pan,mf,2009,32.20000076293945
pan,m,2009,32.79999923706055
pan,f,2009,31.200000762939453
pan,mf,2010,30.899999618530273
pan,m,2010,32.5
pan,f,2010,28.200000762939453
pan,mf,2011,29.299999237060547
pan,m,2011,32.599998474121094
pan,f,2011,23.899999618530273
pan,mf,2012,29.200000762939453
pan,m,2012,30.600000381469727
pan,f,2012,26.899999618530273
pan,mf,2013,29.799999237060547
pan,m,2013,30.799999237060547
pan,f,2013,28.299999237060547
pan,mf,2014,29.899999618530273
pan,m,2014,31.200000762939453
pan,f,2014,27.799999237060547
pry,mf,1990,22.899999618530273
pry,m,1990,17.299999237060547
pry,f,1990,30.899999618530273
pry,mf,1991,24.899999618530273
pry,m,1991,21.399999618530273
pry,f,1991,29.799999237060547
pry,mf,1992,24.700000762939453
pry,m,1992,23.399999618530273
pry,f,1992,26.5
pry,mf,1993,23.799999237060547
pry,m,1993,20.799999237060547
pry,f,1993,27.700000762939453
pry,mf,1994,28.899999618530273
pry,m,1994,24.700000762939453
pry,f,1994,35.0
pry,mf,1996,35.099998474121094
pry,m,1996,30.399999618530273
pry,f,1996,41.599998474121094
pry,mf,1997,47.70000076293945
pry,m,1997,46.900001525878906
pry,f,1997,49.0
pry,mf,1998,48.599998474121094
pry,m,1998,48.20000076293945
pry,f,1998,49.5
pry,mf,1999,48.400001525878906
pry,m,1999,47.5
pry,f,1999,50.099998474121094
pry,mf,2001,49.29999923706055
pry,m,2001,47.599998474121094
pry,f,2001,51.900001525878906
pry,mf,2002,53.400001525878906
pry,m,2002,53.29999923706055
pry,f,2002,53.599998474121094
pry,mf,2003,51.599998474121094
pry,m,2003,51.20000076293945
pry,f,2003,52.20000076293945
pry,mf,2004,52.79999923706055
pry,m,2004,51.400001525878906
pry,f,2004,55.0
pry,mf,2005,48.79999923706055
pry,m,2005,48.79999923706055
pry,f,2005,48.79999923706055
pry,mf,2006,49.20000076293945
pry,m,2006,48.29999923706055
pry,f,2006,50.79999923706055
pry,mf,2007,46.79999923706055
pry,m,2007,44.5
pry,f,2007,50.29999923706055
pry,mf,2008,44.5
pry,m,2008,42.0
pry,f,2008,48.400001525878906
pry,mf,2009,46.20000076293945
pry,m,2009,44.29999923706055
pry,f,2009,49.20000076293945
pry,mf,2010,43.20000076293945
pry,m,2010,41.20000076293945
pry,f,2010,46.5
pry,mf,2011,42.29999923706055
pry,m,2011,40.0
pry,f,2011,45.599998474121094
pry,mf,2012,43.20000076293945
pry,m,2012,39.79999923706055
pry,f,2012,49.0
pry,mf,2013,38.900001525878906
pry,m,2013,37.5
pry,f,2013,40.900001525878906
pry,mf,2014,38.099998474121094
pry,m,2014,36.099998474121094
pry,f,2014,41.0
per,mf,1990,36.20000076293945
per,m,1990,30.100000381469727
per,f,1990,45.5
per,mf,1991,35.29999923706055
per,m,1991,30.799999237060547
per,f,1991,42.5
per,mf,1992,37.29999923706055
per,m,1992,32.20000076293945
per,f,1992,45.70000076293945
per,mf,1993,34.900001525878906
per,m,1993,30.0
per,f,1993,43.099998474121094
per,mf,1994,35.5
per,m,1994,30.0
per,f,1994,44.20000076293945
per,mf,1995,35.599998474121094
per,m,1995,30.100000381469727
per,f,1995,43.70000076293945
per,mf,1996,42.29999923706055
per,m,1996,35.599998474121094
per,f,1996,52.0
per,mf,1997,45.0
per,m,1997,37.29999923706055
per,f,1997,54.900001525878906
per,mf,1998,40.900001525878906
per,m,1998,33.79999923706055
per,f,1998,50.20000076293945
per,mf,1999,42.599998474121094
per,m,1999,36.5
per,f,1999,50.099998474121094
per,mf,2000,43.70000076293945
per,m,2000,37.5
per,f,2000,51.900001525878906
per,mf,2001,45.0
per,m,2001,38.79999923706055
per,f,2001,52.70000076293945
per,mf,2002,32.79999923706055
per,m,2002,29.5
per,f,2002,36.900001525878906
per,mf,2003,34.900001525878906
per,m,2003,32.099998474121094
per,f,2003,38.5
per,mf,2004,53.099998474121094
per,m,2004,46.400001525878906
per,f,2004,61.900001525878906
per,mf,2005,51.900001525878906
per,m,2005,45.5
per,f,2005,60.5
per,mf,2006,50.5
per,m,2006,43.900001525878906
per,f,2006,59.099998474121094
per,mf,2007,48.900001525878906
per,m,2007,42.5
per,f,2007,57.29999923706055
per,mf,2008,48.5
per,m,2008,42.0
per,f,2008,56.900001525878906
per,mf,2009,48.0
per,m,2009,41.29999923706055
per,f,2009,56.599998474121094
per,mf,2010,47.70000076293945
per,m,2010,41.20000076293945
per,f,2010,55.900001525878906
per,mf,2011,47.79999923706055
per,m,2011,42.29999923706055
per,f,2011,54.900001525878906
per,mf,2012,46.29999923706055
per,m,2012,40.79999923706055
per,f,2012,53.400001525878906
phl,mf,1998,44.900001525878906
phl,m,1998,43.20000076293945
phl,f,1998,47.79999923706055
phl,mf,1999,45.599998474121094
phl,m,1999,43.79999923706055
phl,f,1999,48.5
phl,mf,2000,44.5
phl,m,2000,43.20000076293945
phl,f,2000,46.70000076293945
phl,mf,2001,45.20000076293945
phl,m,2001,43.0
phl,f,2001,48.599998474121094
phl,mf,2002,45.70000076293945
phl,m,2002,43.400001525878906
phl,f,2002,49.29999923706055
phl,mf,2003,44.599998474121094
phl,m,2003,42.599998474121094
phl,f,2003,48.0
phl,mf,2004,42.79999923706055
phl,m,2004,40.70000076293945
phl,f,2004,46.400001525878906
phl,mf,2005,44.79999923706055
phl,m,2005,43.099998474121094
phl,f,2005,47.599998474121094
phl,mf,2006,44.5
phl,m,2006,42.900001525878906
phl,f,2006,47.20000076293945
phl,mf,2007,43.599998474121094
phl,m,2007,41.900001525878906
phl,f,2007,46.099998474121094
phl,mf,2008,43.5
phl,m,2008,41.79999923706055
phl,f,2008,46.099998474121094
phl,mf,2009,42.599998474121094
phl,mf,2010,41.70000076293945
phl,mf,2011,41.20000076293945
phl,mf,2012,39.79999923706055
phl,mf,2013,38.400001525878906
phl,m,2013,36.099998474121094
phl,f,2013,42.0
pol,mf,1997,25.0
pol,m,1997,25.600000381469727
pol,f,1997,24.299999237060547
pol,mf,1998,23.399999618530273
pol,m,1998,24.0
pol,f,1998,22.700000762939453
pol,mf,1999,23.0
pol,m,1999,24.299999237060547
pol,f,1999,21.399999618530273
pol,mf,2000,23.5
pol,m,2000,24.399999618530273
pol,f,2000,22.299999237060547
pol,mf,2001,24.299999237060547
pol,m,2001,25.0
pol,f,2001,23.299999237060547
pol,mf,2002,24.399999618530273
pol,m,2002,25.700000762939453
pol,f,2002,22.899999618530273
pol,mf,2003,23.200000762939453
pol,m,2003,24.899999618530273
pol,f,2003,21.100000381469727
pol,mf,2004,22.5
pol,m,2004,23.700000762939453
pol,f,2004,21.0
pol,mf,2005,21.799999237060547
pol,m,2005,23.0
pol,f,2005,20.299999237060547
pol,mf,2006,20.399999618530273
pol,m,2006,21.5
pol,f,2006,19.0
pol,mf,2007,19.399999618530273
pol,m,2007,20.399999618530273
pol,f,2007,18.100000381469727
pol,mf,2008,18.899999618530273
pol,m,2008,19.799999237060547
pol,f,2008,17.700000762939453
pol,mf,2009,18.600000381469727
pol,m,2009,19.600000381469727
pol,f,2009,17.399999618530273
pol,mf,2010,18.700000762939453
pol,m,2010,19.899999618530273
pol,f,2010,17.399999618530273
pol,mf,2011,18.600000381469727
pol,m,2011,20.0
pol,f,2011,16.899999618530273
pol,mf,2012,18.200000762939453
pol,m,2012,19.799999237060547
pol,f,2012,16.299999237060547
pol,mf,2013,17.600000381469727
pol,m,2013,19.299999237060547
pol,f,2013,15.600000381469727
pol,mf,2014,17.200000762939453
pol,m,2014,19.100000381469727
pol,f,2014,15.0
prt,mf,1986,27.600000381469727
prt,m,1986,24.5
prt,f,1986,32.29999923706055
prt,mf,1987,28.299999237060547
prt,m,1987,24.700000762939453
prt,f,1987,33.5
prt,mf,1988,27.100000381469727
prt,m,1988,24.100000381469727
prt,f,1988,31.399999618530273
prt,mf,1989,25.799999237060547
prt,m,1989,23.200000762939453
prt,f,1989,29.399999618530273
prt,mf,1990,24.299999237060547
prt,m,1990,21.700000762939453
prt,f,1990,27.799999237060547
prt,mf,1991,25.100000381469727
prt,m,1991,21.899999618530273
prt,f,1991,29.5
prt,mf,1992,19.5
prt,m,1992,18.399999618530273
prt,f,1992,20.799999237060547
prt,mf,1993,19.600000381469727
prt,m,1993,18.200000762939453
prt,f,1993,21.299999237060547
prt,mf,1994,20.899999618530273
prt,m,1994,19.799999237060547
prt,f,1994,22.299999237060547
prt,mf,1995,21.399999618530273
prt,m,1995,21.0
prt,f,1995,21.899999618530273
prt,mf,1996,21.899999618530273
prt,m,1996,21.299999237060547
prt,f,1996,22.600000381469727
prt,mf,1997,22.299999237060547
prt,m,1997,21.299999237060547
prt,f,1997,23.399999618530273
prt,mf,1998,22.0
prt,m,1998,21.0
prt,f,1998,23.200000762939453
prt,mf,1999,20.799999237060547
prt,m,1999,19.399999618530273
prt,f,1999,22.600000381469727
prt,mf,2000,19.600000381469727
prt,m,2000,18.700000762939453
prt,f,2000,20.799999237060547
prt,mf,2001,21.5
prt,m,2001,20.5
prt,f,2001,22.799999237060547
prt,mf,2002,21.299999237060547
prt,m,2002,20.399999618530273
prt,f,2002,22.299999237060547
prt,mf,2003,21.0
prt,m,2003,20.0
prt,f,2003,22.100000381469727
prt,mf,2004,19.700000762939453
prt,m,2004,19.299999237060547
prt,f,2004,20.200000762939453
prt,mf,2005,20.0
prt,m,2005,19.100000381469727
prt,f,2005,20.899999618530273
prt,mf,2006,19.299999237060547
prt,m,2006,18.600000381469727
prt,f,2006,20.0
prt,mf,2007,19.200000762939453
prt,m,2007,19.0
prt,f,2007,19.399999618530273
prt,mf,2008,18.799999237060547
prt,m,2008,18.299999237060547
prt,f,2008,19.299999237060547
prt,mf,2009,18.600000381469727
prt,m,2009,18.799999237060547
prt,f,2009,18.399999618530273
prt,mf,2010,18.0
prt,m,2010,18.399999618530273
prt,f,2010,17.5
prt,mf,2011,16.399999618530273
prt,m,2011,18.299999237060547
prt,f,2011,14.199999809265137
prt,mf,2012,17.0
prt,m,2012,19.5
prt,f,2012,14.399999618530273
prt,mf,2013,16.700000762939453
prt,m,2013,19.100000381469727
prt,f,2013,14.100000381469727
prt,mf,2014,14.5
prt,m,2014,17.200000762939453
prt,f,2014,11.800000190734863
qat,mf,1997,0.699999988079071
qat,m,1997,0.800000011920929
qat,f,1997,0.0
qat,mf,2004,0.4000000059604645
qat,m,2004,0.5
qat,f,2004,0.0
qat,mf,2013,0.20000000298023224
qat,m,2013,0.20000000298023224
qat,f,2013,0.0
reu,mf,2001,12.300000190734863
reu,mf,2002,12.5
reu,mf,2003,11.600000381469727
reu,mf,2004,13.0
reu,mf,2005,13.0
reu,mf,2006,13.0
reu,mf,2007,16.100000381469727
reu,mf,2008,15.199999809265137
reu,mf,2009,14.699999809265137
reu,mf,2010,15.100000381469727
reu,mf,2011,16.700000762939453
reu,mf,2012,15.899999618530273
rou,mf,1991,26.799999237060547
rou,m,1991,21.200000762939453
rou,f,1991,33.099998474121094
rou,mf,1992,32.900001525878906
rou,m,1992,26.600000381469727
rou,f,1992,40.0
rou,mf,1993,34.29999923706055
rou,m,1993,28.399999618530273
rou,f,1993,41.29999923706055
rou,mf,1994,33.79999923706055
rou,m,1994,27.700000762939453
rou,f,1994,41.0
rou,mf,1995,37.0
rou,m,1995,30.399999618530273
rou,f,1995,44.70000076293945
rou,mf,1996,35.79999923706055
rou,m,1996,31.0
rou,f,1996,41.599998474121094
rou,mf,1997,39.20000076293945
rou,m,1997,34.20000076293945
rou,f,1997,44.79999923706055
rou,mf,1998,40.79999923706055
rou,m,1998,36.70000076293945
rou,f,1998,45.599998474121094
rou,mf,1999,43.29999923706055
rou,m,1999,39.79999923706055
rou,f,1999,47.099998474121094
rou,mf,2000,45.0
rou,m,2000,42.400001525878906
rou,f,2000,48.0
rou,mf,2001,44.900001525878906
rou,m,2001,42.29999923706055
rou,f,2001,47.79999923706055
rou,mf,2002,38.400001525878906
rou,m,2002,36.5
rou,f,2002,40.599998474121094
rou,mf,2003,38.20000076293945
rou,m,2003,36.599998474121094
rou,f,2003,40.099998474121094
rou,mf,2004,33.0
rou,m,2004,32.79999923706055
rou,f,2004,33.29999923706055
rou,mf,2005,33.70000076293945
rou,m,2005,33.5
rou,f,2005,33.900001525878906
rou,mf,2006,32.29999923706055
rou,m,2006,32.400001525878906
rou,f,2006,32.099998474121094
rou,mf,2007,32.29999923706055
rou,m,2007,31.899999618530273
rou,f,2007,32.70000076293945
rou,mf,2008,31.200000762939453
rou,m,2008,30.899999618530273
rou,f,2008,31.700000762939453
rou,mf,2009,31.399999618530273
rou,m,2009,31.100000381469727
rou,f,2009,31.700000762939453
rou,mf,2010,33.79999923706055
rou,m,2010,34.0
rou,f,2010,33.70000076293945
rou,mf,2011,32.0
rou,m,2011,31.5
rou,f,2011,32.599998474121094
rou,mf,2012,32.099998474121094
rou,m,2012,31.700000762939453
rou,f,2012,32.599998474121094
rou,mf,2013,31.5
rou,m,2013,31.299999237060547
rou,f,2013,31.899999618530273
rou,mf,2014,30.899999618530273
rou,m,2014,30.899999618530273
rou,f,2014,31.0
rus,mf,1992,0.800000011920929
rus,m,1992,1.0
rus,f,1992,0.5
rus,mf,1993,1.100000023841858
rus,m,1993,1.399999976158142
rus,f,1993,0.699999988079071
rus,mf,1994,1.600000023841858
rus,m,1994,2.0
rus,f,1994,1.100000023841858
rus,mf,1995,2.0
rus,m,1995,2.5
rus,f,1995,1.5
rus,mf,1996,2.200000047683716
rus,m,1996,2.700000047683716
rus,f,1996,1.7999999523162842
rus,mf,1997,2.9000000953674316
rus,m,1997,3.299999952316284
rus,f,1997,2.5999999046325684
rus,mf,1998,2.9000000953674316
rus,m,1998,3.299999952316284
rus,f,1998,2.5
rus,mf,1999,8.199999809265137
rus,m,1999,7.699999809265137
rus,f,1999,8.600000381469727
rus,mf,2000,7.699999809265137
rus,m,2000,7.400000095367432
rus,f,2000,8.100000381469727
rus,mf,2001,6.0
rus,m,2001,5.900000095367432
rus,f,2001,6.199999809265137
rus,mf,2002,6.0
rus,m,2002,5.900000095367432
rus,f,2002,6.0
rus,mf,2003,5.800000190734863
rus,m,2003,6.0
rus,f,2003,5.599999904632568
rus,mf,2004,5.900000095367432
rus,m,2004,6.099999904632568
rus,f,2004,5.699999809265137
rus,mf,2005,6.199999809265137
rus,m,2005,6.400000095367432
rus,f,2005,6.0
rus,mf,2006,6.0
rus,m,2006,6.300000190734863
rus,f,2006,5.800000190734863
rus,mf,2007,5.800000190734863
rus,m,2007,6.099999904632568
rus,f,2007,5.5
rus,mf,2008,5.699999809265137
rus,m,2008,5.900000095367432
rus,f,2008,5.400000095367432
rus,mf,2009,6.0
rus,m,2009,6.300000190734863
rus,f,2009,5.699999809265137
rus,mf,2010,5.5
rus,m,2010,6.0
rus,f,2010,5.099999904632568
rus,mf,2011,5.800000190734863
rus,m,2011,6.300000190734863
rus,f,2011,5.300000190734863
rus,mf,2012,5.699999809265137
rus,m,2012,6.199999809265137
rus,f,2012,5.199999809265137
rus,mf,2013,6.0
rus,m,2013,6.400000095367432
rus,f,2013,5.5
rwa,mf,1996,92.5
rwa,m,1996,88.9000015258789
rwa,f,1996,95.5
rwa,mf,2002,90.4000015258789
rwa,m,2002,86.0
rwa,f,2002,93.9000015258789
rwa,mf,2012,77.69999694824219
rwa,m,2012,70.5999984741211
rwa,f,2012,84.4000015258789
kna,mf,1991,12.100000381469727
kna,m,1991,12.399999618530273
kna,f,1991,11.899999618530273
kna,mf,2001,8.5
kna,m,2001,9.899999618530273
kna,f,2001,6.900000095367432
lca,mf,1993,23.5
lca,m,1993,25.399999618530273
lca,f,1993,21.100000381469727
lca,mf,1994,25.600000381469727
lca,m,1994,28.899999618530273
lca,f,1994,21.5
lca,mf,1995,25.5
lca,m,1995,27.799999237060547
lca,f,1995,22.600000381469727
lca,mf,1996,28.700000762939453
lca,m,1996,31.5
lca,f,1996,25.200000762939453
lca,mf,1997,26.200000762939453
lca,m,1997,29.100000381469727
lca,f,1997,22.299999237060547
lca,mf,1998,26.700000762939453
lca,m,1998,30.200000762939453
lca,f,1998,22.0
lca,mf,1999,25.899999618530273
lca,m,1999,29.399999618530273
lca,f,1999,21.899999618530273
lca,mf,2000,28.700000762939453
lca,m,2000,31.5
lca,f,2000,25.299999237060547
vct,mf,1980,17.899999618530273
vct,m,1980,20.0
vct,f,1980,14.0
vct,mf,1991,20.200000762939453
vct,m,1991,21.799999237060547
vct,f,1991,17.299999237060547
vct,mf,2001,8.199999809265137
vct,mf,2008,8.0
vct,m,2008,8.300000190734863
vct,f,2008,7.599999904632568
wsm,mf,2006,47.70000076293945
wsm,m,2006,51.400001525878906
wsm,f,2006,40.0
wsm,mf,2008,41.0
wsm,m,2008,51.20000076293945
wsm,f,2008,5.699999809265137
wsm,mf,2011,38.099998474121094
wsm,m,2011,47.599998474121094
wsm,f,2011,12.300000190734863
wsm,mf,2012,30.899999618530273
wsm,m,2012,30.399999618530273
wsm,f,2012,31.700000762939453
stp,mf,1991,27.200000762939453
stp,m,1991,25.899999618530273
stp,f,1991,29.799999237060547
sau,mf,1992,6.0
sau,m,1992,6.5
sau,f,1992,1.7999999523162842
sen,mf,1991,83.30000305175781
sen,m,1991,77.0
sen,f,1991,90.9000015258789
sen,mf,2001,77.69999694824219
sen,m,2001,73.19999694824219
sen,f,2001,84.0999984741211
sen,mf,2011,58.0
sen,m,2011,50.79999923706055
sen,f,2011,67.69999694824219
srb,mf,2004,24.799999237060547
srb,m,2004,26.0
srb,f,2004,23.100000381469727
srb,mf,2005,24.399999618530273
srb,m,2005,25.0
srb,f,2005,23.600000381469727
srb,mf,2006,22.5
srb,m,2006,24.200000762939453
srb,f,2006,20.0
srb,mf,2007,22.700000762939453
srb,m,2007,24.5
srb,f,2007,20.299999237060547
srb,mf,2008,29.399999618530273
srb,m,2008,29.600000381469727
srb,f,2008,29.100000381469727
srb,mf,2009,28.200000762939453
srb,m,2009,29.0
srb,f,2009,27.0
srb,mf,2010,28.600000381469727
srb,m,2010,30.200000762939453
srb,f,2010,26.399999618530273
srb,mf,2011,26.200000762939453
srb,m,2011,27.899999618530273
srb,f,2011,23.899999618530273
srb,mf,2012,26.399999618530273
srb,m,2012,28.5
srb,f,2012,23.5
srb,mf,2013,28.600000381469727
srb,m,2013,30.700000762939453
srb,f,2013,25.700000762939453
syc,mf,2011,10.399999618530273
syc,m,2011,14.899999618530273
syc,f,2011,5.800000190734863
sle,mf,2004,92.4000015258789
sle,m,2004,88.69999694824219
sle,f,2004,96.30000305175781
sgp,mf,1986,10.5
sgp,m,1986,11.699999809265137
sgp,f,1986,8.600000381469727
sgp,mf,1987,10.800000190734863
sgp,m,1987,11.899999618530273
sgp,f,1987,9.0
sgp,mf,1988,9.699999809265137
sgp,m,1988,11.300000190734863
sgp,f,1988,7.199999809265137
sgp,mf,1989,8.899999618530273
sgp,m,1989,10.199999809265137
sgp,f,1989,6.800000190734863
sgp,mf,1991,8.800000190734863
sgp,m,1991,10.300000190734863
sgp,f,1991,6.300000190734863
sgp,mf,1992,8.399999618530273
sgp,m,1992,9.800000190734863
sgp,f,1992,6.199999809265137
sgp,mf,1993,8.300000190734863
sgp,m,1993,9.899999618530273
sgp,f,1993,5.599999904632568
sgp,mf,1994,8.5
sgp,m,1994,9.899999618530273
sgp,f,1994,6.099999904632568
sgp,mf,1996,9.600000381469727
sgp,m,1996,11.5
sgp,f,1996,6.599999904632568
sgp,mf,1997,8.199999809265137
sgp,m,1997,9.800000190734863
sgp,f,1997,5.800000190734863
sgp,mf,1998,9.300000190734863
sgp,m,1998,11.199999809265137
sgp,f,1998,6.300000190734863
sgp,mf,1999,9.5
sgp,m,1999,11.199999809265137
sgp,f,1999,7.0
sgp,mf,2001,10.199999809265137
sgp,m,2001,12.199999809265137
sgp,f,2001,7.300000190734863
sgp,mf,2002,9.899999618530273
sgp,m,2002,12.0
sgp,f,2002,6.900000095367432
sgp,mf,2003,9.699999809265137
sgp,m,2003,11.600000381469727
sgp,f,2003,7.0
sgp,mf,2004,10.100000381469727
sgp,m,2004,12.300000190734863
sgp,f,2004,7.0
sgp,mf,2006,10.0
sgp,m,2006,12.100000381469727
sgp,f,2006,7.199999809265137
sgp,mf,2007,10.199999809265137
sgp,m,2007,12.399999618530273
sgp,f,2007,7.300000190734863
sgp,mf,2008,10.0
sgp,m,2008,12.199999809265137
sgp,f,2008,7.099999904632568
sgp,mf,2009,9.800000190734863
sgp,m,2009,11.800000190734863
sgp,f,2009,7.199999809265137
sgp,mf,2010,9.199999809265137
sgp,m,2010,11.300000190734863
sgp,f,2010,6.5
sgp,mf,2011,9.600000381469727
sgp,m,2011,11.5
sgp,f,2011,7.099999904632568
sgp,mf,2012,9.300000190734863
sgp,m,2012,11.100000381469727
sgp,f,2012,7.0
sgp,mf,2013,8.699999809265137
